[OK] train/episode_000001 | steps 49 -> 48 | success=True
[OK] train/episode_001103 | steps 49 -> 48 | success=True
[OK] train/episode_001104 | steps 49 -> 48 | success=True
[OK] train/episode_001105 | steps 49 -> 48 | success=True
[OK] train/episode_001106 | steps 49 -> 48 | success=True
[OK] train/episode_001107 | steps 49 -> 48 | success=True
[OK] train/episode_001108 | steps 49 -> 48 | success=True
[OK] train/episode_001109 | steps 49 -> 48 | success=True
[OK] train/episode_001110 | steps 49 -> 48 | success=True
[OK] train/episode_001111 | steps 49 -> 48 | success=True
[OK] train/episode_001112 | steps 49 -> 48 | success=True
[OK] train/episode_001113 | steps 49 -> 48 | success=True
[OK] train/episode_001114 | steps 49 -> 48 | success=True
[OK] train/episode_001115 | steps 49 -> 49 | success=True
[OK] train/episode_001116 | steps 49 -> 48 | success=True
[OK] train/episode_001117 | steps 49 -> 48 | success=True
[OK] train/episode_001118 | steps 49 -> 49 | success=True
[OK] train/episode_001119 | steps 49 -> 48 | success=True
[OK] train/episode_001120 | steps 49 -> 48 | success=True
[OK] train/episode_001121 | steps 49 -> 48 | success=True
[OK] train/episode_001122 | steps 49 -> 47 | success=True
[OK] train/episode_001123 | steps 49 -> 48 | success=True
[OK] train/episode_001124 | steps 49 -> 48 | success=True
[OK] train/episode_001125 | steps 49 -> 47 | success=True
[OK] train/episode_001126 | steps 49 -> 48 | success=True
[OK] train/episode_001127 | steps 49 -> 48 | success=True
[OK] train/episode_001128 | steps 49 -> 48 | success=True
[OK] train/episode_001129 | steps 49 -> 48 | success=True
[OK] train/episode_001130 | steps 49 -> 48 | success=True
[OK] train/episode_001131 | steps 49 -> 48 | success=True
[OK] train/episode_001132 | steps 49 -> 48 | success=True
[OK] train/episode_001133 | steps 49 -> 48 | success=True
[OK] train/episode_001134 | steps 49 -> 49 | success=True
[OK] train/episode_001135 | steps 49 -> 48 | success=True
[OK] train/episode_001136 | steps 49 -> 48 | success=True
[OK] train/episode_001137 | steps 49 -> 48 | success=True
[OK] train/episode_001138 | steps 49 -> 48 | success=True
[OK] train/episode_001139 | steps 49 -> 48 | success=True
[OK] train/episode_001140 | steps 49 -> 48 | success=True
[OK] train/episode_001145 | steps 49 -> 48 | success=True
[OK] train/episode_001146 | steps 49 -> 48 | success=True
[OK] train/episode_001147 | steps 49 -> 48 | success=True
[OK] train/episode_001148 | steps 49 -> 48 | success=True
[OK] train/episode_001149 | steps 49 -> 48 | success=True
[OK] train/episode_001150 | steps 49 -> 48 | success=True
[OK] train/episode_001151 | steps 49 -> 48 | success=True
[OK] train/episode_001152 | steps 49 -> 48 | success=True
[OK] train/episode_001153 | steps 49 -> 48 | success=True
[OK] train/episode_001154 | steps 49 -> 48 | success=True
[OK] train/episode_001155 | steps 49 -> 48 | success=True
[OK] train/episode_001156 | steps 49 -> 47 | success=True
[OK] train/episode_001157 | steps 49 -> 48 | success=True
[OK] train/episode_001158 | steps 49 -> 48 | success=True
[OK] train/episode_001159 | steps 49 -> 48 | success=True
[OK] train/episode_001160 | steps 49 -> 48 | success=True
[OK] train/episode_001161 | steps 49 -> 48 | success=True
[OK] train/episode_001162 | steps 49 -> 48 | success=True
[OK] train/episode_001163 | steps 49 -> 48 | success=True
[OK] train/episode_001164 | steps 49 -> 48 | success=True
[OK] train/episode_001165 | steps 49 -> 48 | success=True
[OK] train/episode_001166 | steps 49 -> 48 | success=True
[OK] train/episode_001167 | steps 49 -> 48 | success=True
[OK] train/episode_001168 | steps 49 -> 48 | success=True
[OK] train/episode_001169 | steps 49 -> 48 | success=True
[OK] train/episode_001170 | steps 49 -> 48 | success=True
[OK] train/episode_001171 | steps 49 -> 48 | success=True
[OK] train/episode_001172 | steps 49 -> 48 | success=True
[OK] train/episode_001177 | steps 49 -> 48 | success=True
[OK] train/episode_001178 | steps 49 -> 48 | success=True
[OK] train/episode_001179 | steps 49 -> 48 | success=True
[OK] train/episode_001180 | steps 49 -> 48 | success=True
[OK] train/episode_001181 | steps 49 -> 48 | success=True
[OK] train/episode_001182 | steps 49 -> 48 | success=True
[OK] train/episode_001183 | steps 49 -> 48 | success=True
[OK] train/episode_001184 | steps 49 -> 48 | success=True
[OK] train/episode_001185 | steps 49 -> 48 | success=True
[OK] train/episode_001186 | steps 49 -> 48 | success=True
[OK] train/episode_001187 | steps 49 -> 48 | success=True
[OK] train/episode_001188 | steps 49 -> 48 | success=True
[OK] train/episode_001189 | steps 49 -> 48 | success=True
[OK] train/episode_001190 | steps 49 -> 48 | success=True
[OK] train/episode_001191 | steps 49 -> 48 | success=True
[OK] train/episode_001192 | steps 49 -> 48 | success=True
[OK] train/episode_001193 | steps 49 -> 48 | success=True
[OK] train/episode_001194 | steps 49 -> 48 | success=True
[OK] train/episode_001195 | steps 49 -> 48 | success=True
[OK] train/episode_001196 | steps 49 -> 48 | success=True
[OK] train/episode_001201 | steps 93 -> 97 | success=True
[OK] train/episode_001202 | steps 93 -> 98 | success=True
[OK] train/episode_001203 | steps 93 -> 96 | success=True
[OK] train/episode_001204 | steps 93 -> 98 | success=True
[OK] train/episode_001206 | steps 93 -> 95 | success=True
[OK] train/episode_001208 | steps 93 -> 98 | success=True
[OK] train/episode_001209 | steps 93 -> 97 | success=True
[OK] train/episode_001210 | steps 93 -> 97 | success=True
[OK] train/episode_001211 | steps 93 -> 96 | success=True
[OK] train/episode_001212 | steps 93 -> 96 | success=True
[OK] train/episode_001214 | steps 93 -> 97 | success=True
[OK] train/episode_001215 | steps 93 -> 98 | success=True
[OK] train/episode_001216 | steps 93 -> 95 | success=True
[OK] train/episode_001217 | steps 93 -> 98 | success=True
[OK] train/episode_001218 | steps 93 -> 98 | success=True
[OK] train/episode_001219 | steps 93 -> 96 | success=True
[OK] train/episode_001221 | steps 93 -> 98 | success=True
[OK] train/episode_001222 | steps 93 -> 96 | success=True
[OK] train/episode_001223 | steps 93 -> 98 | success=True
[OK] train/episode_001224 | steps 93 -> 98 | success=True
[OK] train/episode_001225 | steps 93 -> 97 | success=True
[OK] train/episode_001226 | steps 93 -> 98 | success=True
[OK] train/episode_001227 | steps 93 -> 98 | success=True
[OK] train/episode_001228 | steps 93 -> 97 | success=True
[OK] train/episode_001229 | steps 93 -> 97 | success=True
[OK] train/episode_001230 | steps 93 -> 98 | success=True
[OK] train/episode_001231 | steps 93 -> 96 | success=True
[OK] train/episode_001232 | steps 93 -> 98 | success=True
[OK] train/episode_001233 | steps 93 -> 98 | success=True
[OK] train/episode_001234 | steps 93 -> 98 | success=True
[OK] train/episode_001235 | steps 93 -> 95 | success=True
[OK] train/episode_001236 | steps 93 -> 98 | success=True
[OK] train/episode_001237 | steps 93 -> 98 | success=True
[OK] train/episode_001238 | steps 93 -> 97 | success=True
[OK] train/episode_001240 | steps 93 -> 97 | success=True
[OK] train/episode_001241 | steps 93 -> 96 | success=True
[OK] train/episode_001242 | steps 93 -> 98 | success=True
[OK] train/episode_001244 | steps 93 -> 97 | success=True
[OK] train/episode_001245 | steps 93 -> 98 | success=True
[OK] train/episode_001246 | steps 93 -> 98 | success=True
[OK] train/episode_001248 | steps 93 -> 97 | success=True
[OK] train/episode_001249 | steps 93 -> 97 | success=True
[OK] train/episode_001250 | steps 93 -> 97 | success=True
[OK] train/episode_001251 | steps 93 -> 98 | success=True
[OK] train/episode_001252 | steps 93 -> 98 | success=True
[OK] train/episode_001253 | steps 93 -> 98 | success=True
[OK] train/episode_001254 | steps 93 -> 98 | success=True
[OK] train/episode_001255 | steps 93 -> 98 | success=True
[OK] train/episode_001256 | steps 93 -> 97 | success=True
[OK] train/episode_001257 | steps 93 -> 97 | success=True
[OK] train/episode_001258 | steps 93 -> 98 | success=True
[OK] train/episode_001259 | steps 93 -> 97 | success=True
[OK] train/episode_001260 | steps 93 -> 98 | success=True
[OK] train/episode_001261 | steps 93 -> 96 | success=True
[OK] train/episode_001262 | steps 93 -> 96 | success=True
[OK] train/episode_001263 | steps 93 -> 97 | success=True
[OK] train/episode_001264 | steps 93 -> 96 | success=True
[OK] train/episode_001265 | steps 93 -> 98 | success=True
[OK] train/episode_001266 | steps 93 -> 98 | success=True
[OK] train/episode_001267 | steps 93 -> 98 | success=True
[OK] train/episode_001268 | steps 93 -> 97 | success=True
[OK] train/episode_001269 | steps 93 -> 98 | success=True
[OK] train/episode_001270 | steps 93 -> 98 | success=True
[OK] train/episode_001271 | steps 93 -> 98 | success=True
[OK] train/episode_001272 | steps 93 -> 97 | success=True
[OK] train/episode_001273 | steps 93 -> 97 | success=True
[OK] train/episode_001274 | steps 93 -> 97 | success=True
[OK] train/episode_001275 | steps 93 -> 97 | success=True
[OK] train/episode_001276 | steps 93 -> 98 | success=True
[OK] train/episode_001277 | steps 93 -> 97 | success=True
[OK] train/episode_001278 | steps 93 -> 98 | success=True
[OK] train/episode_001279 | steps 93 -> 97 | success=True
[OK] train/episode_001280 | steps 93 -> 97 | success=True
[OK] train/episode_001282 | steps 93 -> 96 | success=True
[OK] train/episode_001285 | steps 93 -> 95 | success=True
[OK] train/episode_001286 | steps 93 -> 98 | success=True
[OK] train/episode_001287 | steps 93 -> 98 | success=True
[OK] train/episode_001288 | steps 93 -> 95 | success=True
[OK] train/episode_001289 | steps 93 -> 97 | success=True
[OK] train/episode_001291 | steps 93 -> 98 | success=True
[OK] train/episode_001292 | steps 93 -> 98 | success=True
[OK] train/episode_001293 | steps 93 -> 98 | success=True
[OK] train/episode_001294 | steps 93 -> 98 | success=True
[OK] train/episode_001296 | steps 93 -> 96 | success=True
[OK] train/episode_001297 | steps 93 -> 95 | success=True
[OK] train/episode_001298 | steps 93 -> 98 | success=True
[OK] train/episode_001299 | steps 93 -> 98 | success=True
[OK] train/episode_001300 | steps 93 -> 95 | success=True
[OK] train/episode_001301 | steps 93 -> 98 | success=True
[OK] train/episode_001302 | steps 93 -> 97 | success=True
[OK] train/episode_001303 | steps 93 -> 98 | success=True
[OK] train/episode_001304 | steps 93 -> 96 | success=True
[OK] train/episode_001306 | steps 93 -> 97 | success=True
[OK] train/episode_001307 | steps 93 -> 98 | success=True
[OK] train/episode_001308 | steps 93 -> 98 | success=True
[OK] train/episode_001309 | steps 93 -> 97 | success=True
[OK] train/episode_001310 | steps 93 -> 97 | success=True
[OK] train/episode_001311 | steps 93 -> 97 | success=True
[OK] train/episode_001312 | steps 93 -> 98 | success=True
[OK] train/episode_001313 | steps 93 -> 98 | success=True
[OK] train/episode_001314 | steps 93 -> 98 | success=True
[OK] train/episode_001315 | steps 93 -> 96 | success=True
[OK] train/episode_001316 | steps 93 -> 95 | success=True
[OK] train/episode_001317 | steps 93 -> 97 | success=True
[OK] train/episode_001318 | steps 93 -> 96 | success=True
[OK] train/episode_001319 | steps 93 -> 96 | success=True
[OK] train/episode_001320 | steps 93 -> 98 | success=True
[OK] val/episode_000017 | steps 49 -> 48 | success=True
[OK] val/episode_000018 | steps 49 -> 48 | success=True
[OK] val/episode_000019 | steps 49 -> 48 | success=True
[OK] val/episode_000020 | steps 49 -> 48 | success=True
[OK] val/episode_000029 | steps 49 -> 47 | success=True
[OK] val/episode_000030 | steps 49 -> 48 | success=True
[OK] val/episode_000031 | steps 49 -> 48 | success=True
[OK] val/episode_000032 | steps 49 -> 48 | success=True
[OK] val/episode_000061 | steps 49 -> 48 | success=True
[OK] val/episode_000062 | steps 49 -> 48 | success=True
[OK] val/episode_000063 | steps 49 -> 48 | success=True
[OK] val/episode_000064 | steps 49 -> 48 | success=True
[OK] val/episode_000097 | steps 49 -> 48 | success=True
[OK] val/episode_000098 | steps 49 -> 48 | success=True
[OK] val/episode_000099 | steps 49 -> 47 | success=True
[OK] val/episode_000100 | steps 49 -> 48 | success=True
[OK] val/episode_000181 | steps 49 -> 48 | success=True
[OK] val/episode_000182 | steps 49 -> 48 | success=True
[OK] val/episode_000183 | steps 49 -> 48 | success=True
[OK] val/episode_000184 | steps 49 -> 48 | success=True
[OK] val/episode_000233 | steps 49 -> 48 | success=True
[OK] val/episode_000234 | steps 49 -> 48 | success=True
[OK] val/episode_000235 | steps 49 -> 48 | success=True
[OK] val/episode_000236 | steps 49 -> 48 | success=True
[OK] val/episode_000245 | steps 49 -> 48 | success=True
[OK] val/episode_000246 | steps 49 -> 48 | success=True
[OK] val/episode_000247 | steps 49 -> 48 | success=True
[OK] val/episode_000248 | steps 49 -> 48 | success=True
[OK] val/episode_000273 | steps 49 -> 48 | success=True
[OK] val/episode_000274 | steps 49 -> 48 | success=True
[OK] val/episode_000275 | steps 49 -> 48 | success=True
[OK] val/episode_000276 | steps 49 -> 48 | success=True
[OK] val/episode_000305 | steps 49 -> 48 | success=True
[OK] val/episode_000306 | steps 49 -> 48 | success=True
[OK] val/episode_000307 | steps 49 -> 47 | success=True
[OK] val/episode_000308 | steps 49 -> 48 | success=True
[OK] val/episode_000357 | steps 49 -> 48 | success=True
[OK] val/episode_000358 | steps 49 -> 48 | success=True
[OK] val/episode_000359 | steps 49 -> 48 | success=True
[OK] val/episode_000360 | steps 49 -> 48 | success=True
[OK] val/episode_000389 | steps 49 -> 48 | success=True
[OK] val/episode_000390 | steps 49 -> 48 | success=True
[OK] val/episode_000391 | steps 49 -> 48 | success=True
[OK] val/episode_000392 | steps 49 -> 48 | success=True
[OK] val/episode_000497 | steps 49 -> 48 | success=True
[OK] val/episode_000498 | steps 49 -> 48 | success=True
[OK] val/episode_000499 | steps 49 -> 48 | success=True
[OK] val/episode_000500 | steps 49 -> 48 | success=True
[OK] val/episode_000505 | steps 49 -> 48 | success=True
[OK] val/episode_000506 | steps 49 -> 48 | success=True
[OK] val/episode_000507 | steps 49 -> 48 | success=True
[OK] val/episode_000508 | steps 49 -> 48 | success=True
[OK] val/episode_000513 | steps 49 -> 48 | success=True
[OK] val/episode_000514 | steps 49 -> 48 | success=True
[OK] val/episode_000515 | steps 49 -> 48 | success=True
[OK] val/episode_000516 | steps 49 -> 48 | success=True
[OK] val/episode_000593 | steps 49 -> 48 | success=True
[OK] val/episode_000594 | steps 49 -> 48 | success=True
[OK] val/episode_000595 | steps 49 -> 48 | success=True
[OK] val/episode_000596 | steps 49 -> 48 | success=True
[OK] val/episode_000625 | steps 49 -> 48 | success=True
[OK] val/episode_000626 | steps 49 -> 48 | success=True
[OK] val/episode_000627 | steps 49 -> 49 | success=True
[OK] val/episode_000628 | steps 49 -> 48 | success=True
[OK] val/episode_000737 | steps 49 -> 48 | success=True
[OK] val/episode_000738 | steps 49 -> 48 | success=True
[OK] val/episode_000739 | steps 49 -> 48 | success=True
[OK] val/episode_000740 | steps 49 -> 49 | success=True
[OK] val/episode_000805 | steps 49 -> 48 | success=True
[OK] val/episode_000806 | steps 49 -> 48 | success=True
[OK] val/episode_000807 | steps 49 -> 48 | success=True
[OK] val/episode_000808 | steps 49 -> 48 | success=True
[OK] val/episode_000821 | steps 49 -> 48 | success=True
[OK] val/episode_000822 | steps 49 -> 48 | success=True
[OK] val/episode_000823 | steps 49 -> 48 | success=True
[OK] val/episode_000824 | steps 49 -> 49 | success=True
[OK] val/episode_000861 | steps 49 -> 48 | success=True
[OK] val/episode_000862 | steps 49 -> 48 | success=True
[OK] val/episode_000863 | steps 49 -> 48 | success=True
[OK] val/episode_000864 | steps 49 -> 48 | success=True
[OK] val/episode_000877 | steps 49 -> 48 | success=True
[OK] val/episode_000878 | steps 49 -> 48 | success=True
[OK] val/episode_000879 | steps 49 -> 48 | success=True
[OK] val/episode_000880 | steps 49 -> 48 | success=True
[OK] val/episode_000885 | steps 49 -> 48 | success=True
[OK] val/episode_000886 | steps 49 -> 48 | success=True
[OK] val/episode_000887 | steps 49 -> 48 | success=True
[OK] val/episode_000888 | steps 49 -> 48 | success=True
[OK] val/episode_000893 | steps 49 -> 48 | success=True
[OK] val/episode_000894 | steps 49 -> 47 | success=True
[OK] val/episode_000895 | steps 49 -> 48 | success=True
[OK] val/episode_000896 | steps 49 -> 47 | success=True
[OK] val/episode_000913 | steps 49 -> 48 | success=True
[OK] val/episode_000914 | steps 49 -> 48 | success=True
[OK] val/episode_000915 | steps 49 -> 47 | success=True
[OK] val/episode_000916 | steps 49 -> 48 | success=True
[OK] val/episode_000941 | steps 49 -> 48 | success=True
[OK] val/episode_000942 | steps 49 -> 48 | success=True
[OK] val/episode_000943 | steps 49 -> 48 | success=True
[OK] val/episode_000944 | steps 49 -> 48 | success=True
[OK] val/episode_001049 | steps 49 -> 48 | success=True
[OK] val/episode_001050 | steps 49 -> 47 | success=True
[OK] val/episode_001051 | steps 49 -> 48 | success=True
[OK] val/episode_001052 | steps 49 -> 48 | success=True
[OK] val/episode_001141 | steps 49 -> 48 | success=True
[OK] val/episode_001142 | steps 49 -> 48 | success=True
[OK] val/episode_001143 | steps 49 -> 48 | success=True
[OK] val/episode_001144 | steps 49 -> 48 | success=True
[OK] val/episode_001173 | steps 49 -> 48 | success=True
[OK] val/episode_001174 | steps 49 -> 48 | success=True
[OK] val/episode_001175 | steps 49 -> 48 | success=True
[OK] val/episode_001176 | steps 49 -> 48 | success=True
[OK] val/episode_001197 | steps 49 -> 48 | success=True
[OK] val/episode_001198 | steps 49 -> 48 | success=True
[OK] val/episode_001199 | steps 49 -> 48 | success=True
[OK] val/episode_001200 | steps 49 -> 48 | success=True
[OK] val/episode_001205 | steps 93 -> 96 | success=True
[OK] val/episode_001207 | steps 93 -> 98 | success=True
[OK] val/episode_001213 | steps 93 -> 96 | success=True
[OK] val/episode_001220 | steps 93 -> 97 | success=True
[OK] val/episode_001239 | steps 93 -> 97 | success=True
[OK] val/episode_001243 | steps 93 -> 95 | success=True
[OK] val/episode_001247 | steps 93 -> 98 | success=True
[OK] val/episode_001281 | steps 93 -> 98 | success=True
[OK] val/episode_001283 | steps 93 -> 96 | success=True
[OK] val/episode_001284 | steps 93 -> 97 | success=True
[OK] val/episode_001290 | steps 93 -> 96 | success=True
[OK] val/episode_001295 | steps 93 -> 97 | success=True
[OK] val/episode_001305 | steps 93 -> 98 | success=True

Done.
train episodes: 1191
val episodes  : 129
output root   : /data/biy/Raccoonbot_Openvla/Mujoco/raccoon_dataset/openvla_rlds_intermediate_v11_plus_stack_from_v11_close004_release_fk_command_delta
